	distance	matchingHashes	pvalues	reference	sample
556	0.0034604	869/1000	0	AU0201	AU7575
557	0.0037263	860/1000	0	AU0201	AU7576
558	0.00351914	867/1000	0	AU0201	AU7577
559	0.0011856	952/1000	0	AU0201	AU8675
560	0.0034604	869/1000	0	AU0201	AU8821
561	0.00381583	857/1000	0	AU0201	AU9400
562	0.00384578	856/1000	0	AU0201	AU9817
563	0.00521614	812/1000	0	AU0201	HI2555
564	0.00439372	838/1000	0	AU0201	HI2629
565	0.0214305	468/1000	0	AU0201	HI3282
566	0.00869309	714/1000	0	AU0201	HI3283
567	0.001839	927/1000	0	AU0201	HI3284
568	0.014871	577/1000	0	AU0201	HI3285
569	0.00708822	757/1000	0	AU0201	HI3286
570	0.00402654	850/1000	0	AU0201	HI3287
571	0.0034604	869/1000	0	AU0201	HI3288
572	0.00175922	930/1000	0	AU0201	HI3289
573	0.00442466	837/1000	0	AU0201	AU11243
574	0.0010072	959/1000	0	AU0201	AU1746
575	0.000119496	995/1000	0	AU0201	AU36973
576	0.00476862	826/1000	0	AU0201	AU6936
577	0.00405685	849/1000	0	AU0201	HI3290
578	0.000931334	962/1000	0	AU0201	AU1141
579	0.000931334	962/1000	0	AU0201	AU1142
580	0.000981871	960/1000	0	AU0201	AU1143
581	0.00381583	857/1000	0	AU0201	AU11478
582	0.00515153	814/1000	0	AU0201	AU11643
583	0.0011089	955/1000	0	AU0201	AU12824
584	0.00464278	830/1000	0	AU0201	AU1317
585	0.00381583	857/1000	0	AU0201	AU13363
586	0.00381583	857/1000	0	AU0201	AU13364
587	0.000191626	992/1000	0	AU0201	AU14286
588	0.000215742	991/1000	0	AU0201	AU15033
589	0.00687462	763/1000	0	AU0201	AU15182
590	0.00430121	841/1000	0	AU0201	AU1541
591	0.00108342	956/1000	0	AU0201	AU15410
592	0.00378594	858/1000	0	AU0201	AU15487
593	0.00375609	859/1000	0	AU0201	AU15488
594	0.00378594	858/1000	0	AU0201	AU1581
595	0.00550978	803/1000	0	AU0201	AU17012
596	0.000434439	982/1000	0	AU0201	AU1054
597	0.00170624	932/1000	0	AU0201	HI2424
598	0.295981	1/1000	0.000428663	AU0300	AU0361
599	0.295981	1/1000	0.000420773	AU0300	AU0465
600	0.295981	1/1000	0.000411668	AU0300	AU0766
601	0.295981	1/1000	0.000430018	AU0300	AU0927
602	0.295981	1/1000	0.000428306	AU0300	AU10040
603	0.295981	1/1000	0.000425621	AU0300	AU10310
604	0.295981	1/1000	0.000420756	AU0300	AU1051
605	0.295981	1/1000	0.000420774	AU0300	AU1055
606	0.295981	1/1000	0.000420889	AU0300	AU1056
607	0.295981	1/1000	0.000420867	AU0300	AU1057
608	0.295981	1/1000	0.000417675	AU0300	AU1064
609	0.295981	1/1000	0.000418431	AU0300	AU10643
610	0.295981	1/1000	0.000426179	AU0300	AU11001
611	0.295981	1/1000	0.000421167	AU0300	AU11002
612	0.295981	1/1000	0.000425959	AU0300	AU11091
613	0.295981	1/1000	0.000420784	AU0300	AU3739
614	0.295981	1/1000	0.00041973	AU0300	AU3740
615	0.295981	1/1000	0.000426516	AU0300	AU3741
616	0.295981	1/1000	0.000432655	AU0300	AU37618
617	0.295981	1/1000	0.000420426	AU0300	AU37865
618	0.295981	1/1000	0.000427526	AU0300	AU38079
619	0.295981	1/1000	0.000428763	AU0300	AU3827
620	0.295981	1/1000	0.000417695	AU0300	AU3828
621	0.295981	1/1000	0.000425308	AU0300	AU38375
622	0.295981	1/1000	0.000426418	AU0300	AU4094
623	0.295981	1/1000	0.000428716	AU0300	AU4165
624	0.295981	1/1000	0.000420262	AU0300	AU4276
625	0.295981	1/1000	0.000454286	AU0300	AU4359
626	0.295981	1/1000	0.000424472	AU0300	AU4381
627	0.295981	1/1000	0.000428055	AU0300	AU4993
628	0.295981	1/1000	0.000428081	AU0300	AU5341
629	0.295981	1/1000	0.000421299	AU0300	AU6015
630	0.295981	1/1000	0.000417598	AU0300	AU6319
631	0.295981	1/1000	0.000418819	AU0300	AU6667
632	0.295981	1/1000	0.000418513	AU0300	AU6668
633	0.295981	1/1000	0.000427621	AU0300	AU1836
634	0.295981	1/1000	0.000417814	AU0300	AU18616
635	0.295981	1/1000	0.0004267	AU0300	AU1887
636	0.295981	1/1000	0.000428554	AU0300	AU18884
637	0.295981	1/1000	0.000428061	AU0300	AU18901
638	0.295981	1/1000	0.000418407	AU0300	AU20364
639	0.295981	1/1000	0.00042024	AU0300	AU20865
640	0.295981	1/1000	0.000428477	AU0300	AU20866
641	0.295981	1/1000	0.000425302	AU0300	AU21680
642	0.295981	1/1000	0.000420232	AU0300	AU21755
643	0.295981	1/1000	0.000420115	AU0300	AU23407
644	0.295981	1/1000	0.000420117	AU0300	AU23516
645	0.295981	1/1000	0.000417733	AU0300	AU2427
646	0.295981	1/1000	0.000417697	AU0300	AU2428
647	0.295981	1/1000	0.000429277	AU0300	AU24509
648	0.295981	1/1000	0.000428268	AU0300	AU24606
649	0.295981	1/1000	0.000429982	AU0300	AU2554
650	0.295981	1/1000	0.000430155	AU0300	AU25711
651	0.295981	1/1000	0.000417228	AU0300	AU25990
652	0.295981	1/1000	0.000417951	AU0300	AU25991
653	0.295981	1/1000	0.000425276	AU0300	AU28089
654	0.295981	1/1000	0.000429451	AU0300	AU28626
655	0.295981	1/1000	0.000417581	AU0300	AU2986
656	0.295981	1/1000	0.000427259	AU0300	AU29957
657	0.295981	1/1000	0.000418526	AU0300	AU3060
658	0.295981	1/1000	0.00042579	AU0300	AU30919
659	0.295981	1/1000	0.000420071	AU0300	AU31639
660	0.295981	1/1000	0.000426687	AU0300	AU32367
661	0.295981	1/1000	0.000428491	AU0300	AU33182
662	0.295981	1/1000	0.000420058	AU0300	AU33869
663	0.295981	1/1000	0.000424975	AU0300	AU33878
664	0.295981	1/1000	0.000420799	AU0300	AU3415
665	0.295981	1/1000	0.000420876	AU0300	AU3416
666	0.295981	1/1000	0.000428979	AU0300	AU34858
667	0.295981	1/1000	0.000420028	AU0300	AU35919
668	0.295981	1/1000	0.000424363	AU0300	AU36258
669	0.295981	1/1000	0.00042006	AU0300	AU36284
670	0.295981	1/1000	0.000420068	AU0300	AU36474
671	0.295981	1/1000	0.000425725	AU0300	HI3291
672	0.295981	1/1000	0.000422048	AU0300	HI3292
673	0.295981	1/1000	0.000425683	AU0300	HI3293
674	0.295981	1/1000	0.000425668	AU0300	HI3294
675	0.295981	1/1000	0.000425699	AU0300	HI3295
676	0.295981	1/1000	0.00041987	AU0300	PC668
677	0.295981	1/1000	0.000420776	AU0300	PC669
678	0.295981	1/1000	0.000420064	AU0300	PC673
679	0.295981	1/1000	0.000420843	AU0300	PC674
680	0.295981	1/1000	0.000420824	AU0300	PC675
681	0.295981	1/1000	0.000420886	AU0300	PC676
682	0.295981	1/1000	0.000420106	AU0300	PC677
683	0.295981	1/1000	0.000420782	AU0300	PC678
684	0.295981	1/1000	0.000420968	AU0300	SC1128
685	0.295981	1/1000	0.000420737	AU0300	SC1129
686	0.295981	1/1000	0.000420775	AU0300	SC1145
687	0.295981	1/1000	0.000420767	AU0300	SC1209
688	0.191731	9/1000	2.09942e-36	AU0300	SC1210
689	0.295981	1/1000	0.000420748	AU0300	SC1211
690	0.295981	1/1000	0.000420796	AU0300	SC1339
691	0.295981	1/1000	0.000417591	AU0300	SC1360
692	0.295981	1/1000	0.000420809	AU0300	SC1371
693	0.295981	1/1000	0.000420754	AU0300	SC1392
694	0.295981	1/1000	0.000420738	AU0300	SC1400
695	0.295981	1/1000	0.000417567	AU0300	SC1402
696	0.295981	1/1000	0.000460667	AU0300	SC1407
697	0.295981	1/1000	0.000420754	AU0300	SC1419
698	0.295981	1/1000	0.000420723	AU0300	SC1420
699	0.295981	1/1000	0.000420464	AU0300	SC1421
700	0.295981	1/1000	0.00042076	AU0300	SC1435
701	0.295981	1/1000	0.000427892	AU0300	AU7263
702	0.295981	1/1000	0.000426652	AU0300	AU7574
703	0.295981	1/1000	0.000426256	AU0300	AU7575
704	0.295981	1/1000	0.000426129	AU0300	AU7576
705	0.295981	1/1000	0.000426382	AU0300	AU7577
706	0.295981	1/1000	0.000418495	AU0300	AU8675
707	0.295981	1/1000	0.000426338	AU0300	AU8821
708	0.295981	1/1000	0.000428671	AU0300	AU9400
709	0.295981	1/1000	0.000428878	AU0300	AU9817
710	0.295981	1/1000	0.000431343	AU0300	HI2555
711	0.295981	1/1000	0.000426999	AU0300	HI2629
712	0.295981	1/1000	0.000429548	AU0300	HI3282
713	0.295981	1/1000	0.000427033	AU0300	HI3283
714	0.295981	1/1000	0.000424493	AU0300	HI3284
715	0.295981	1/1000	0.000424067	AU0300	HI3285
716	0.295981	1/1000	0.00042628	AU0300	HI3286
717	0.295981	1/1000	0.000425123	AU0300	HI3287
718	0.295981	1/1000	0.000425631	AU0300	HI3288
719	0.295981	1/1000	0.00042459	AU0300	HI3289
720	0.295981	1/1000	0.000431215	AU0300	AU11243
721	0.295981	1/1000	0.000417674	AU0300	AU1746
722	0.295981	1/1000	0.000420033	AU0300	AU36973
723	0.295981	1/1000	0.000429075	AU0300	AU6936
724	0.295981	1/1000	0.000425676	AU0300	HI3290
725	0.295981	1/1000	0.000417612	AU0300	AU1141
726	0.295981	1/1000	0.00041762	AU0300	AU1142
727	0.295981	1/1000	0.000417531	AU0300	AU1143
728	0.295981	1/1000	0.000427736	AU0300	AU11478
729	0.295981	1/1000	0.000433443	AU0300	AU11643
730	0.295981	1/1000	0.000418468	AU0300	AU12824
731	0.295981	1/1000	0.000431797	AU0300	AU1317
732	0.295981	1/1000	0.000427762	AU0300	AU13363
733	0.295981	1/1000	0.000427719	AU0300	AU13364
734	0.295981	1/1000	0.000420249	AU0300	AU14286
735	0.295981	1/1000	0.000420004	AU0300	AU15033
736	0.295981	1/1000	0.000426479	AU0300	AU15182
737	0.295981	1/1000	0.000426374	AU0300	AU1541
738	0.295981	1/1000	0.000418492	AU0300	AU15410
739	0.295981	1/1000	0.000427469	AU0300	AU15487
740	0.295981	1/1000	0.000427668	AU0300	AU15488
741	0.295981	1/1000	0.000427695	AU0300	AU1581
742	0.295981	1/1000	0.000426999	AU0300	AU17012
743	0.295981	1/1000	0.000421706	AU0300	AU1054
744	0.295981	1/1000	0.000427701	AU0300	HI2424
745	0.00439372	838/1000	0	AU0361	AU0465
746	0.0252411	417/1000	0	AU0361	AU0766
747	0.00291212	888/1000	0	AU0361	AU0927
748	0.00590877	791/1000	0	AU0361	AU10040
749	0.00560872	800/1000	0	AU0361	AU10310
750	0.00445566	836/1000	0	AU0361	AU1051
751	0.00439372	838/1000	0	AU0361	AU1055
752	0.00439372	838/1000	0	AU0361	AU1056
753	0.00439372	838/1000	0	AU0361	AU1057
754	0.00544411	805/1000	0	AU0361	AU1064
755	0.00570819	797/1000	0	AU0361	AU10643
756	0.00528099	810/1000	0	AU0361	AU11001
757	0.00541137	806/1000	0	AU0361	AU11002
758	0.00531349	809/1000	0	AU0361	AU11091
759	0.00445566	836/1000	0	AU0361	AU3739
760	0.00662843	770/1000	0	AU0361	AU3740
761	0.00617965	783/1000	0	AU0361	AU3741
762	0.0119383	637/1000	0	AU0361	AU37618
763	0.00483188	824/1000	0	AU0361	AU37865
764	0.00414809	846/1000	0	AU0361	AU38079
765	7.15897e-05	997/1000	0	AU0361	AU3827
766	0.00550978	803/1000	0	AU0361	AU3828
767	0.0024636	904/1000	0	AU0361	AU38375
768	0.00191916	924/1000	0	AU0361	AU4094
769	7.15897e-05	997/1000	0	AU0361	AU4165
770	0.00480022	825/1000	0	AU0361	AU4276
771	0.0118927	638/1000	0	AU0361	AU4359
772	0.00537869	807/1000	0	AU0361	AU4381
773	0.00564181	799/1000	0	AU0361	AU4993
774	0.00567497	798/1000	0	AU0361	AU5341
775	0.00567497	798/1000	0	AU0361	AU6015
776	0.00560872	800/1000	0	AU0361	AU6319
777	0.00577481	795/1000	0	AU0361	AU6667
778	0.00570819	797/1000	0	AU0361	AU6668
779	0.00564181	799/1000	0	AU0361	AU1836
780	0.00737682	749/1000	0	AU0361	AU18616
781	0.00804257	731/1000	0	AU0361	AU1887
782	0.000143503	994/1000	0	AU0361	AU18884
783	0.00577481	795/1000	0	AU0361	AU18901
784	0.00580821	794/1000	0	AU0361	AU20364
785	0.00476862	826/1000	0	AU0361	AU20865
786	0.00617965	783/1000	0	AU0361	AU20866
787	0.00524853	811/1000	0	AU0361	AU21680
788	0.00473708	827/1000	0	AU0361	AU21755
789	0.00476862	826/1000	0	AU0361	AU23407
790	0.00467416	829/1000	0	AU0361	AU23516
791	0.0055427	802/1000	0	AU0361	AU2427
792	0.00557568	801/1000	0	AU0361	AU2428
793	0.0055427	802/1000	0	AU0361	AU24509
794	0.0042398	843/1000	0	AU0361	AU24606
795	0.00607761	786/1000	0	AU0361	AU2554
796	0.00451781	834/1000	0	AU0361	AU25711
797	0.00550978	803/1000	0	AU0361	AU25990
798	0.00564181	799/1000	0	AU0361	AU25991
799	0.00528099	810/1000	0	AU0361	AU28089
800	0.00635099	778/1000	0	AU0361	AU28626
801	0.00547692	804/1000	0	AU0361	AU2986
802	0.00638544	777/1000	0	AU0361	AU29957
803	0.00567497	798/1000	0	AU0361	AU3060
804	0.00524853	811/1000	0	AU0361	AU30919
805	0.00467416	829/1000	0	AU0361	AU31639
806	0.00574147	796/1000	0	AU0361	AU32367
807	0.00537869	807/1000	0	AU0361	AU33182
808	0.00476862	826/1000	0	AU0361	AU33869
809	0.0113529	650/1000	0	AU0361	AU33878
810	0.00436283	839/1000	0	AU0361	AU3415
811	0.00436283	839/1000	0	AU0361	AU3416
812	0.00823165	726/1000	0	AU0361	AU34858
813	0.00470559	828/1000	0	AU0361	AU35919
814	0.0083078	724/1000	0	AU0361	AU36258
815	0.00470559	828/1000	0	AU0361	AU36284
816	0.00470559	828/1000	0	AU0361	AU36474
817	0.00427048	842/1000	0	AU0361	HI3291
818	0.00594242	790/1000	0	AU0361	HI3292
819	0.00417861	845/1000	0	AU0361	HI3293
820	0.00420918	844/1000	0	AU0361	HI3294
821	0.00420918	844/1000	0	AU0361	HI3295
822	0.00436283	839/1000	0	AU0361	PC668
823	0.00442466	837/1000	0	AU0361	PC669
824	0.00464278	830/1000	0	AU0361	PC673
825	0.00433199	840/1000	0	AU0361	PC674
826	0.00430121	841/1000	0	AU0361	PC675
827	0.00430121	841/1000	0	AU0361	PC676
828	0.00461146	831/1000	0	AU0361	PC677
829	0.00442466	837/1000	0	AU0361	PC678
830	0.00439372	838/1000	0	AU0361	SC1128
831	0.00433199	840/1000	0	AU0361	SC1129
832	0.00433199	840/1000	0	AU0361	SC1145
833	0.00439372	838/1000	0	AU0361	SC1209
834	0.0118017	640/1000	0	AU0361	SC1210
835	0.00436283	839/1000	0	AU0361	SC1211
836	0.00436283	839/1000	0	AU0361	SC1339
837	0.0055427	802/1000	0	AU0361	SC1360
838	0.00436283	839/1000	0	AU0361	SC1371
839	0.00436283	839/1000	0	AU0361	SC1392
840	0.00430121	841/1000	0	AU0361	SC1400
841	0.00547692	804/1000	0	AU0361	SC1402
842	0.0150813	573/1000	0	AU0361	SC1407
843	0.00439372	838/1000	0	AU0361	SC1419
844	0.00433199	840/1000	0	AU0361	SC1420
845	0.00439372	838/1000	0	AU0361	SC1421
846	0.00433199	840/1000	0	AU0361	SC1435
847	0.00570819	797/1000	0	AU0361	AU7263
848	0.00534606	808/1000	0	AU0361	AU7574
849	0.00531349	809/1000	0	AU0361	AU7575
850	0.00557568	801/1000	0	AU0361	AU7576
851	0.00531349	809/1000	0	AU0361	AU7577
852	0.00570819	797/1000	0	AU0361	AU8675
853	0.00528099	810/1000	0	AU0361	AU8821
854	0.00567497	798/1000	0	AU0361	AU9400
855	0.00430121	841/1000	0	AU0361	AU9817
856	0.0064892	774/1000	0	AU0361	HI2555
857	0.00274254	894/1000	0	AU0361	HI2629
858	0.0201478	487/1000	0	AU0361	HI3282
859	0.00960897	691/1000	0	AU0361	HI3283
860	0.004991	819/1000	0	AU0361	HI3284
861	0.0154006	567/1000	0	AU0361	HI3285
862	0.00641996	776/1000	0	AU0361	HI3286
863	0.00511931	815/1000	0	AU0361	HI3287
864	0.00502299	818/1000	0	AU0361	HI3288
865	0.00489536	822/1000	0	AU0361	HI3289
866	0.00486359	823/1000	0	AU0361	AU11243
867	0.00550978	803/1000	0	AU0361	AU1746
868	0.00473708	827/1000	0	AU0361	AU36973
869	0.000143503	994/1000	0	AU0361	AU6936
870	0.00420918	844/1000	0	AU0361	HI3290
871	0.00541137	806/1000	0	AU0361	AU1141
872	0.00544411	805/1000	0	AU0361	AU1142
873	0.00550978	803/1000	0	AU0361	AU1143
874	0.00564181	799/1000	0	AU0361	AU11478
875	0.0055427	802/1000	0	AU0361	AU11643
876	0.00567497	798/1000	0	AU0361	AU12824
877	0.00518381	813/1000	0	AU0361	AU1317
878	0.00564181	799/1000	0	AU0361	AU13363
879	0.00567497	798/1000	0	AU0361	AU13364
880	0.00480022	825/1000	0	AU0361	AU14286
881	0.00486359	823/1000	0	AU0361	AU15033
882	0.00705245	758/1000	0	AU0361	AU15182
883	0.0023533	908/1000	0	AU0361	AU1541
884	0.00570819	797/1000	0	AU0361	AU15410
885	0.00564181	799/1000	0	AU0361	AU15487
886	0.00557568	801/1000	0	AU0361	AU15488
887	0.00560872	800/1000	0	AU0361	AU1581
888	0.00436283	839/1000	0	AU0361	AU17012
889	0.00433199	840/1000	0	AU0361	AU1054
890	0.00524853	811/1000	0	AU0361	HI2424
891	0.0238299	435/1000	0	AU0465	AU0766
892	0.00476862	826/1000	0	AU0465	AU0927
893	0.0037263	860/1000	0	AU0465	AU10040
894	0.00381583	857/1000	0	AU0465	AU10310
895	0.000167546	993/1000	0	AU0465	AU1051
896	0.000119496	995/1000	0	AU0465	AU1055
897	0.000119496	995/1000	0	AU0465	AU1056
898	0.000119496	995/1000	0	AU0465	AU1057
899	0.0011856	952/1000	0	AU0465	AU1064
900	0.00136596	945/1000	0	AU0465	AU10643
901	0.00316966	879/1000	0	AU0465	AU11001
902	0.00305472	883/1000	0	AU0465	AU11002
903	0.00322742	877/1000	0	AU0465	AU11091
904	0.000167546	993/1000	0	AU0465	AU3739
905	0.0042398	843/1000	0	AU0465	AU3740
906	0.00408721	848/1000	0	AU0465	AU3741
907	0.011984	636/1000	0	AU0465	AU37618
908	0.000631368	974/1000	0	AU0465	AU37865
909	0.0031121	881/1000	0	AU0465	AU38079
910	0.00436283	839/1000	0	AU0465	AU3827
911	0.00123693	950/1000	0	AU0465	AU3828
912	0.00363721	863/1000	0	AU0465	AU38375
913	0.00357808	865/1000	0	AU0465	AU4094
914	0.00436283	839/1000	0	AU0465	AU4165
915	0.000557238	977/1000	0	AU0465	AU4276
916	0.0083078	724/1000	0	AU0465	AU4359
917	0.00305472	883/1000	0	AU0465	AU4381
918	0.00357808	865/1000	0	AU0465	AU4993
919	0.00360762	864/1000	0	AU0465	AU5341
920	0.00154832	938/1000	0	AU0465	AU6015
921	0.00131423	947/1000	0	AU0465	AU6319
922	0.00146992	941/1000	0	AU0465	AU6667
923	0.00141786	943/1000	0	AU0465	AU6668
924	0.00360762	864/1000	0	AU0465	AU1836
925	0.00291212	888/1000	0	AU0465	AU18616
926	0.00778092	738/1000	0	AU0465	AU1887
927	0.00442466	837/1000	0	AU0465	AU18884
928	0.00357808	865/1000	0	AU0465	AU18901
929	0.00144387	942/1000	0	AU0465	AU20364
930	0.000532603	978/1000	0	AU0465	AU20865
931	0.00210772	917/1000	0	AU0465	AU20866
932	0.00363721	863/1000	0	AU0465	AU21680
933	0.000483446	980/1000	0	AU0465	AU21755
934	0.000532603	978/1000	0	AU0465	AU23407
935	0.000508006	979/1000	0	AU0465	AU23516
936	0.00126265	949/1000	0	AU0465	AU2427
937	0.00126265	949/1000	0	AU0465	AU2428
938	0.00202665	920/1000	0	AU0465	AU24509
939	0.00331442	874/1000	0	AU0465	AU24606
940	0.00399629	851/1000	0	AU0465	AU2554
941	0.00375609	859/1000	0	AU0465	AU25711
942	0.00126265	949/1000	0	AU0465	AU25990
943	0.00131423	947/1000	0	AU0465	AU25991
944	0.00366686	862/1000	0	AU0465	AU28089
945	0.00607761	786/1000	0	AU0465	AU28626
946	0.0011856	952/1000	0	AU0465	AU2986
947	0.00531349	809/1000	0	AU0465	AU29957
948	0.00139189	944/1000	0	AU0465	AU3060
949	0.00199971	921/1000	0	AU0465	AU30919
950	0.000483446	980/1000	0	AU0465	AU31639
951	0.00405685	849/1000	0	AU0465	AU32367
952	0.00363721	863/1000	0	AU0465	AU33182
953	0.000557238	977/1000	0	AU0465	AU33869
954	0.0111321	655/1000	0	AU0465	AU33878
955	9.55247e-05	996/1000	0	AU0465	AU3415
956	7.15897e-05	997/1000	0	AU0465	AU3416
957	0.0083078	724/1000	0	AU0465	AU34858
958	0.000508006	979/1000	0	AU0465	AU35919
959	0.00759618	743/1000	0	AU0465	AU36258
960	0.000508006	979/1000	0	AU0465	AU36284
961	0.000532603	978/1000	0	AU0465	AU36474
962	0.00387578	855/1000	0	AU0465	HI3291
963	0.00405685	849/1000	0	AU0465	HI3292
964	0.00378594	858/1000	0	AU0465	HI3293
965	0.00381583	857/1000	0	AU0465	HI3294
966	0.00381583	857/1000	0	AU0465	HI3295
967	0.000385581	984/1000	0	AU0465	PC668
968	0.000191626	992/1000	0	AU0465	PC669
969	0.000434439	982/1000	0	AU0465	PC673
970	0.000119496	995/1000	0	AU0465	PC674
971	0.000143503	994/1000	0	AU0465	PC675
972	0.000143503	994/1000	0	AU0465	PC676
973	0.000409992	983/1000	0	AU0465	PC677
974	0.000143503	994/1000	0	AU0465	PC678
975	9.55247e-05	996/1000	0	AU0465	SC1128
976	7.15897e-05	997/1000	0	AU0465	SC1129
977	7.15897e-05	997/1000	0	AU0465	SC1145
978	0.000119496	995/1000	0	AU0465	SC1209
979	0.00819369	727/1000	0	AU0465	SC1210
980	0.000119496	995/1000	0	AU0465	SC1211
981	9.55247e-05	996/1000	0	AU0465	SC1339
982	0.00123693	950/1000	0	AU0465	SC1360
983	9.55247e-05	996/1000	0	AU0465	SC1371
984	9.55247e-05	996/1000	0	AU0465	SC1392
985	7.15897e-05	997/1000	0	AU0465	SC1400
986	0.0011856	952/1000	0	AU0465	SC1402
987	0.0118471	639/1000	0	AU0465	SC1407
988	0.000119496	995/1000	0	AU0465	SC1419
989	7.15897e-05	997/1000	0	AU0465	SC1420
990	0.000119496	995/1000	0	AU0465	SC1421
991	7.15897e-05	997/1000	0	AU0465	SC1435
992	0.00360762	864/1000	0	AU0465	AU7263
993	0.00331442	874/1000	0	AU0465	AU7574
994	0.00325637	876/1000	0	AU0465	AU7575
995	0.00351914	867/1000	0	AU0465	AU7576
996	0.00328537	875/1000	0	AU0465	AU7577
997	0.00141786	943/1000	0	AU0465	AU8675
998	0.00322742	877/1000	0	AU0465	AU8821
999	0.00357808	865/1000	0	AU0465	AU9400
1000	0.00357808	865/1000	0	AU0465	AU9817
1001	0.00489536	822/1000	0	AU0465	HI2555
1002	0.00411762	847/1000	0	AU0465	HI2629
1003	0.0211548	472/1000	0	AU0465	HI3282
1004	0.0084995	719/1000	0	AU0465	HI3283
1005	0.00160079	936/1000	0	AU0465	HI3284
1006	0.0147145	580/1000	0	AU0465	HI3285
1007	0.00715996	755/1000	0	AU0465	HI3286
1008	0.00375609	859/1000	0	AU0465	HI3287
1009	0.00316966	879/1000	0	AU0465	HI3288
1010	0.00152214	939/1000	0	AU0465	HI3289
1011	0.00411762	847/1000	0	AU0465	AU11243
1012	0.00123693	950/1000	0	AU0465	AU1746
1013	0.000532603	978/1000	0	AU0465	AU36973
1014	0.00445566	836/1000	0	AU0465	AU6936
1015	0.00381583	857/1000	0	AU0465	HI3290
1016	0.00121124	951/1000	0	AU0465	AU1141
1017	0.00121124	951/1000	0	AU0465	AU1142
1018	0.00126265	949/1000	0	AU0465	AU1143
1019	0.00360762	864/1000	0	AU0465	AU11478
1020	0.00486359	823/1000	0	AU0465	AU11643
1021	0.00139189	944/1000	0	AU0465	AU12824
1022	0.00433199	840/1000	0	AU0465	AU1317
1023	0.00360762	864/1000	0	AU0465	AU13363
1024	0.00357808	865/1000	0	AU0465	AU13364
1025	0.000557238	977/1000	0	AU0465	AU14286
1026	0.00058191	976/1000	0	AU0465	AU15033
1027	0.00659353	771/1000	0	AU0465	AU15182
1028	0.00402654	850/1000	0	AU0465	AU1541
1029	0.00136596	945/1000	0	AU0465	AU15410
1030	0.00357808	865/1000	0	AU0465	AU15487
1031	0.00354859	866/1000	0	AU0465	AU15488
1032	0.00357808	865/1000	0	AU0465	AU1581
1033	0.00584167	793/1000	0	AU0465	AU17012
1034	7.15897e-05	997/1000	0	AU0465	AU1054
1035	0.00146992	941/1000	0	AU0465	HI2424
1036	0.0247621	423/1000	0	AU0766	AU0927
1037	0.0243695	428/1000	0	AU0766	AU10040
1038	0.0253218	416/1000	0	AU0766	AU10310
1039	0.0238299	435/1000	0	AU0766	AU1051
1040	0.0236777	437/1000	0	AU0766	AU1055
1041	0.0237537	436/1000	0	AU0766	AU1056
1042	0.0236777	437/1000	0	AU0766	AU1057
1043	0.0235265	439/1000	0	AU0766	AU1064
1044	0.0236777	437/1000	0	AU0766	AU10643
1045	0.0239063	434/1000	0	AU0766	AU11001
1046	0.0241368	431/1000	0	AU0766	AU11002
1047	0.0239063	434/1000	0	AU0766	AU11091
1048	0.0236777	437/1000	0	AU0766	AU3739
1049	0.0250805	419/1000	0	AU0766	AU3740
1050	0.0241368	431/1000	0	AU0766	AU3741
1051	0.0255655	413/1000	0	AU0766	AU37618
1052	0.0241368	431/1000	0	AU0766	AU37865
1053	0.0243695	428/1000	0	AU0766	AU38079
1054	0.0251607	418/1000	0	AU0766	AU3827
1055	0.023602	438/1000	0	AU0766	AU3828
1056	0.0235265	439/1000	0	AU0766	AU38375
1057	0.0238299	435/1000	0	AU0766	AU4094
1058	0.0252411	417/1000	0	AU0766	AU4165
1059	0.0239829	433/1000	0	AU0766	AU4276
1060	0.0315792	347/1000	0	AU0766	AU4359
1061	0.0241368	431/1000	0	AU0766	AU4381
1062	0.0239829	433/1000	0	AU0766	AU4993
1063	0.0239829	433/1000	0	AU0766	AU5341
1064	0.0243695	428/1000	0	AU0766	AU6015
1065	0.0235265	439/1000	0	AU0766	AU6319
1066	0.0238299	435/1000	0	AU0766	AU6667
1067	0.0237537	436/1000	0	AU0766	AU6668
1068	0.0240597	432/1000	0	AU0766	AU1836
1069	0.0251607	418/1000	0	AU0766	AU18616
1070	0.0237537	436/1000	0	AU0766	AU1887
1071	0.0254028	415/1000	0	AU0766	AU18884
1072	0.0239829	433/1000	0	AU0766	AU18901
1073	0.0237537	436/1000	0	AU0766	AU20364
1074	0.0239829	433/1000	0	AU0766	AU20865
1075	0.0257292	411/1000	0	AU0766	AU20866
1076	0.0235265	439/1000	0	AU0766	AU21680
1077	0.0240597	432/1000	0	AU0766	AU21755
1078	0.0239063	434/1000	0	AU0766	AU23407
1079	0.0239063	434/1000	0	AU0766	AU23516
1080	0.0236777	437/1000	0	AU0766	AU2427
1081	0.0237537	436/1000	0	AU0766	AU2428
1082	0.0248413	422/1000	0	AU0766	AU24509
1083	0.0246043	425/1000	0	AU0766	AU24606
1084	0.0244475	427/1000	0	AU0766	AU2554
1085	0.0251607	418/1000	0	AU0766	AU25711
1086	0.0234513	440/1000	0	AU0766	AU25990
1087	0.0237537	436/1000	0	AU0766	AU25991
1088	0.0235265	439/1000	0	AU0766	AU28089
1089	0.0250005	420/1000	0	AU0766	AU28626
1090	0.0235265	439/1000	0	AU0766	AU2986
